date,username,text,case folding,tokenizing,filtering,stemmed,tweet_final
3/2/2023 1:00,HillcroftPa,As you know an earthquake struck Turkey amp Syria Our employees came together to donate a truck full of first aid items blankets baby foods and non perishable items We ask that you join us in supporting relief efforts in any way you can ,as you know an earthquake struck turkey amp syria our employees came together to donate a truck full of first aid items blankets baby foods and non perishable items we ask that you join us in supporting relief efforts in any way you can ,"['as', 'you', 'know', 'an', 'earthquake', 'struck', 'turkey', 'amp', 'syria', 'our', 'employees', 'came', 'together', 'to', 'donate', 'a', 'truck', 'full', 'of', 'first', 'aid', 'items', 'blankets', 'baby', 'foods', 'and', 'non', 'perishable', 'items', 'we', 'ask', 'that', 'you', 'join', 'us', 'in', 'supporting', 'relief', 'efforts', 'in', 'any', 'way', 'you', 'can']","['know', 'earthquake', 'struck', 'turkey', 'syria', 'employees', 'came', 'together', 'donate', 'truck', 'full', 'first', 'aid', 'items', 'blankets', 'baby', 'foods', 'non', 'perishable', 'items', 'ask', 'join', 'us', 'supporting', 'relief', 'efforts', 'way']","['know', 'earthquak', 'struck', 'turkey', 'syria', 'employe', 'came', 'togeth', 'donat', 'truck', 'full', 'first', 'aid', 'item', 'blanket', 'babi', 'food', 'non', 'perish', 'item', 'ask', 'join', 'us', 'support', 'relief', 'effort', 'way']",know earthquak struck turkey syria employe came togeth donat truck full first aid item blanket babi food non perish item ask join us support relief effort way
3/2/2023 5:07,GABLeicester,Food packages for earthquake victims ,food packages for earthquake victims ,"['food', 'packages', 'for', 'earthquake', 'victims']","['food', 'packages', 'earthquake', 'victims']","['food', 'packag', 'earthquak', 'victim']",food packag earthquak victim
3/2/2023 7:30,peacenotwar786,Marjorie Taylor Greene was one of 2 House Republicans to vote against mourning the 50 000 people killed in the Turkey Syria earthquakes right wing what you expect evil response will be remembered not forgotten,marjorie taylor greene was one of 2 house republicans to vote against mourning the 50 000 people killed in the turkey syria earthquakes right wing what you expect evil response will be remembered not forgotten,"['marjorie', 'taylor', 'greene', 'was', 'one', 'of', '2', 'house', 'republicans', 'to', 'vote', 'against', 'mourning', 'the', '50', '000', 'people', 'killed', 'in', 'the', 'turkey', 'syria', 'earthquakes', 'right', 'wing', 'what', 'you', 'expect', 'evil', 'response', 'will', 'be', 'remembered', 'not', 'forgotten']","['marjorie', 'taylor', 'greene', 'one', '2', 'house', 'republicans', 'vote', 'mourning', '50', '000', 'people', 'killed', 'turkey', 'syria', 'earthquakes', 'right', 'wing', 'expect', 'evil', 'response', 'remembered', 'forgotten']","['marjori', 'taylor', 'green', 'one', '2', 'hous', 'republican', 'vote', 'mourn', '50', '000', 'peopl', 'kill', 'turkey', 'syria', 'earthquak', 'right', 'wing', 'expect', 'evil', 'respons', 'rememb', 'forgotten']",marjori taylor green one 2 hous republican vote mourn 50 000 peopl kill turkey syria earthquak right wing expect evil respons rememb forgotten
3/2/2023 11:21,anushkagarg2000,At the commencement of G20 Foreign Ministers Meeting a minute s silence observed for those who lost their lives in the recent earthquakes in Turkey and Syria ,at the commencement of g20 foreign ministers meeting a minute s silence observed for those who lost their lives in the recent earthquakes in turkey and syria ,"['at', 'the', 'commencement', 'of', 'g20', 'foreign', 'ministers', 'meeting', 'a', 'minute', 's', 'silence', 'observed', 'for', 'those', 'who', 'lost', 'their', 'lives', 'in', 'the', 'recent', 'earthquakes', 'in', 'turkey', 'and', 'syria']","['commencement', 'g20', 'foreign', 'ministers', 'meeting', 'minute', 'silence', 'observed', 'lost', 'lives', 'recent', 'earthquakes', 'turkey', 'syria']","['commenc', 'g20', 'foreign', 'minist', 'meet', 'minut', 'silenc', 'observ', 'lost', 'live', 'recent', 'earthquak', 'turkey', 'syria']",commenc g20 foreign minist meet minut silenc observ lost live recent earthquak turkey syria
3/2/2023 13:30,DubaiYardman,Yardman Landscaping amp Pool Prays and ask Help save lives in Turkey and Syria shelter blankets and heating for people who have lost their homes food and clean water to ensure families can survive their ,yardman landscaping amp pool prays and ask help save lives in turkey and syria shelter blankets and heating for people who have lost their homes food and clean water to ensure families can survive their ,"['yardman', 'landscaping', 'amp', 'pool', 'prays', 'and', 'ask', 'help', 'save', 'lives', 'in', 'turkey', 'and', 'syria', 'shelter', 'blankets', 'and', 'heating', 'for', 'people', 'who', 'have', 'lost', 'their', 'homes', 'food', 'and', 'clean', 'water', 'to', 'ensure', 'families', 'can', 'survive', 'their']","['yardman', 'landscaping', 'pool', 'prays', 'ask', 'help', 'save', 'lives', 'turkey', 'syria', 'shelter', 'blankets', 'heating', 'people', 'lost', 'homes', 'food', 'clean', 'water', 'ensure', 'families', 'survive']","['yardman', 'landscap', 'pool', 'pray', 'ask', 'help', 'save', 'live', 'turkey', 'syria', 'shelter', 'blanket', 'heat', 'peopl', 'lost', 'home', 'food', 'clean', 'water', 'ensur', 'famili', 'surviv']",yardman landscap pool pray ask help save live turkey syria shelter blanket heat peopl lost home food clean water ensur famili surviv
3/2/2023 14:11,Ariyanwork101,Double Disaster Turkey and Syria Hit by Another Earthquake ,double disaster turkey and syria hit by another earthquake ,"['double', 'disaster', 'turkey', 'and', 'syria', 'hit', 'by', 'another', 'earthquake']","['double', 'disaster', 'turkey', 'syria', 'hit', 'another', 'earthquake']","['doubl', 'disast', 'turkey', 'syria', 'hit', 'anoth', 'earthquak']",doubl disast turkey syria hit anoth earthquak
3/2/2023 17:29,HealthEuropa,To support the relief effort in Turkey and Syria following February s earthquakes has donated 50 medical transport boxes Follow the link to read more ,to support the relief effort in turkey and syria following february s earthquakes has donated 50 medical transport boxes follow the link to read more ,"['to', 'support', 'the', 'relief', 'effort', 'in', 'turkey', 'and', 'syria', 'following', 'february', 's', 'earthquakes', 'has', 'donated', '50', 'medical', 'transport', 'boxes', 'follow', 'the', 'link', 'to', 'read', 'more']","['support', 'relief', 'effort', 'turkey', 'syria', 'following', 'february', 'earthquakes', 'donated', '50', 'medical', 'transport', 'boxes', 'follow', 'link', 'read']","['support', 'relief', 'effort', 'turkey', 'syria', 'follow', 'februari', 'earthquak', 'donat', '50', 'medic', 'transport', 'box', 'follow', 'link', 'read']",support relief effort turkey syria follow februari earthquak donat 50 medic transport box follow link read
3/2/2023 17:55,HerryNapit,Be a blessing Help Syrians in Syria and Turkish in Turkey Please donate ,be a blessing help syrians in syria and turkish in turkey please donate ,"['be', 'a', 'blessing', 'help', 'syrians', 'in', 'syria', 'and', 'turkish', 'in', 'turkey', 'please', 'donate']","['blessing', 'help', 'syrians', 'syria', 'turkish', 'turkey', 'please', 'donate']","['bless', 'help', 'syrian', 'syria', 'turkish', 'turkey', 'pleas', 'donat']",bless help syrian syria turkish turkey pleas donat
3/2/2023 19:49,assassin_daily,Pray for Syria Pray for Turkey May Allah save us all Everything will be good Allah willing ,pray for syria pray for turkey may allah save us all everything will be good allah willing ,"['pray', 'for', 'syria', 'pray', 'for', 'turkey', 'may', 'allah', 'save', 'us', 'all', 'everything', 'will', 'be', 'good', 'allah', 'willing']","['pray', 'syria', 'pray', 'turkey', 'may', 'allah', 'save', 'us', 'everything', 'good', 'allah', 'willing']","['pray', 'syria', 'pray', 'turkey', 'may', 'allah', 'save', 'us', 'everyth', 'good', 'allah', 'will']",pray syria pray turkey may allah save us everyth good allah will
3/2/2023 21:10,BriefEurope,Just to recall that Hoogerbeets gained international fame after predicting devastating earthquakes in Turkey and Syria last month ,just to recall that hoogerbeets gained international fame after predicting devastating earthquakes in turkey and syria last month ,"['just', 'to', 'recall', 'that', 'hoogerbeets', 'gained', 'international', 'fame', 'after', 'predicting', 'devastating', 'earthquakes', 'in', 'turkey', 'and', 'syria', 'last', 'month']","['recall', 'hoogerbeets', 'gained', 'international', 'fame', 'predicting', 'devastating', 'earthquakes', 'turkey', 'syria', 'last', 'month']","['recal', 'hoogerbeet', 'gain', 'intern', 'fame', 'predict', 'devast', 'earthquak', 'turkey', 'syria', 'last', 'month']",recal hoogerbeet gain intern fame predict devast earthquak turkey syria last month
3/2/2023 22:37,ImagesMagUK,Print technology companies Ricoh and Roland DG are donating tens of thousands of pounds to support relief for people affected by last month s earthquakes in Turkey and Syria ,print technology companies ricoh and roland dg are donating tens of thousands of pounds to support relief for people affected by last month s earthquakes in turkey and syria ,"['print', 'technology', 'companies', 'ricoh', 'and', 'roland', 'dg', 'are', 'donating', 'tens', 'of', 'thousands', 'of', 'pounds', 'to', 'support', 'relief', 'for', 'people', 'affected', 'by', 'last', 'month', 's', 'earthquakes', 'in', 'turkey', 'and', 'syria']","['print', 'technology', 'companies', 'ricoh', 'roland', 'dg', 'donating', 'tens', 'thousands', 'pounds', 'support', 'relief', 'people', 'affected', 'last', 'month', 'earthquakes', 'turkey', 'syria']","['print', 'technolog', 'compani', 'ricoh', 'roland', 'dg', 'donat', 'ten', 'thousand', 'pound', 'support', 'relief', 'peopl', 'affect', 'last', 'month', 'earthquak', 'turkey', 'syria']",print technolog compani ricoh roland dg donat ten thousand pound support relief peopl affect last month earthquak turkey syria
3/3/2023 1:05,ScouseMasterD,Looks like all the mainstream media has gotten bored with updating up with ,looks like all the mainstream media has gotten bored with updating up with ,"['looks', 'like', 'all', 'the', 'mainstream', 'media', 'has', 'gotten', 'bored', 'with', 'updating', 'up', 'with']","['looks', 'like', 'mainstream', 'media', 'gotten', 'bored', 'updating']","['look', 'like', 'mainstream', 'media', 'gotten', 'bore', 'updat']",look like mainstream media gotten bore updat
3/3/2023 2:14,Healnhumanity,the tremors are nerve thrilling ,the tremors are nerve thrilling ,"['the', 'tremors', 'are', 'nerve', 'thrilling']","['tremors', 'nerve', 'thrilling']","['tremor', 'nerv', 'thrill']",tremor nerv thrill
3/3/2023 2:16,openbusinesshq,Millions of students education are disrupted by earthquakes in Turkey and Syria but the Turkish Education Foundation UK is giving them hope Let s stand together for and support their efforts ,millions of students education are disrupted by earthquakes in turkey and syria but the turkish education foundation uk is giving them hope let s stand together for and support their efforts ,"['millions', 'of', 'students', 'education', 'are', 'disrupted', 'by', 'earthquakes', 'in', 'turkey', 'and', 'syria', 'but', 'the', 'turkish', 'education', 'foundation', 'uk', 'is', 'giving', 'them', 'hope', 'let', 's', 'stand', 'together', 'for', 'and', 'support', 'their', 'efforts']","['millions', 'students', 'education', 'disrupted', 'earthquakes', 'turkey', 'syria', 'turkish', 'education', 'foundation', 'uk', 'giving', 'hope', 'let', 'stand', 'together', 'support', 'efforts']","['million', 'student', 'educ', 'disrupt', 'earthquak', 'turkey', 'syria', 'turkish', 'educ', 'foundat', 'uk', 'give', 'hope', 'let', 'stand', 'togeth', 'support', 'effort']",million student educ disrupt earthquak turkey syria turkish educ foundat uk give hope let stand togeth support effort
3/3/2023 2:58,TSAPSU,Thank you to everyone that came out to our table at We Are The World event We appreciate everyone that wanted to learn about Turkish culture and more on the earthquake that hit Turkey and Syria Thank you for this great event ,thank you to everyone that came out to our table at we are the world event we appreciate everyone that wanted to learn about turkish culture and more on the earthquake that hit turkey and syria thank you for this great event ,"['thank', 'you', 'to', 'everyone', 'that', 'came', 'out', 'to', 'our', 'table', 'at', 'we', 'are', 'the', 'world', 'event', 'we', 'appreciate', 'everyone', 'that', 'wanted', 'to', 'learn', 'about', 'turkish', 'culture', 'and', 'more', 'on', 'the', 'earthquake', 'that', 'hit', 'turkey', 'and', 'syria', 'thank', 'you', 'for', 'this', 'great', 'event']","['thank', 'everyone', 'came', 'table', 'world', 'event', 'appreciate', 'everyone', 'wanted', 'learn', 'turkish', 'culture', 'earthquake', 'hit', 'turkey', 'syria', 'thank', 'great', 'event']","['thank', 'everyon', 'came', 'tabl', 'world', 'event', 'appreci', 'everyon', 'want', 'learn', 'turkish', 'cultur', 'earthquak', 'hit', 'turkey', 'syria', 'thank', 'great', 'event']",thank everyon came tabl world event appreci everyon want learn turkish cultur earthquak hit turkey syria thank great event
3/4/2023 5:07,lildustbrb,Help a family impacted by the Earthquake Disaster ,help a family impacted by the earthquake disaster ,"['help', 'a', 'family', 'impacted', 'by', 'the', 'earthquake', 'disaster']","['help', 'family', 'impacted', 'earthquake', 'disaster']","['help', 'famili', 'impact', 'earthquak', 'disast']",help famili impact earthquak disast
3/3/2023 6:48,AnimalWelfareIE,How incredible ,how incredible ,"['how', 'incredible']",['incredible'],['incred'],incred
3/3/2023 8:20,SinisterDev85,Hey everyone is doing an awesome fundraiser to help Turkey and Syria in the earthquake recovery You can get 69 games for 30 The offer doesn t last long so jump on it if you can ,hey everyone is doing an awesome fundraiser to help turkey and syria in the earthquake recovery you can get 69 games for 30 the offer doesn t last long so jump on it if you can ,"['hey', 'everyone', 'is', 'doing', 'an', 'awesome', 'fundraiser', 'to', 'help', 'turkey', 'and', 'syria', 'in', 'the', 'earthquake', 'recovery', 'you', 'can', 'get', '69', 'games', 'for', '30', 'the', 'offer', 'doesn', 't', 'last', 'long', 'so', 'jump', 'on', 'it', 'if', 'you', 'can']","['hey', 'everyone', 'awesome', 'fundraiser', 'help', 'turkey', 'syria', 'earthquake', 'recovery', 'get', '69', 'games', '30', 'offer', 'last', 'long', 'jump']","['hey', 'everyon', 'awesom', 'fundrais', 'help', 'turkey', 'syria', 'earthquak', 'recoveri', 'get', '69', 'game', '30', 'offer', 'last', 'long', 'jump']",hey everyon awesom fundrais help turkey syria earthquak recoveri get 69 game 30 offer last long jump
3/3/2023 14:14,MsZYounis1,Today our school council have arranged a This is me and I Care day to raise money for the victims of the Turkey and Syria earthquake We will all be wearing something that represents us and celebrating our uniqueness ,today our school council have arranged a this is me and i care day to raise money for the victims of the turkey and syria earthquake we will all be wearing something that represents us and celebrating our uniqueness ,"['today', 'our', 'school', 'council', 'have', 'arranged', 'a', 'this', 'is', 'me', 'and', 'i', 'care', 'day', 'to', 'raise', 'money', 'for', 'the', 'victims', 'of', 'the', 'turkey', 'and', 'syria', 'earthquake', 'we', 'will', 'all', 'be', 'wearing', 'something', 'that', 'represents', 'us', 'and', 'celebrating', 'our', 'uniqueness']","['today', 'school', 'council', 'arranged', 'care', 'day', 'raise', 'money', 'victims', 'turkey', 'syria', 'earthquake', 'wearing', 'something', 'represents', 'us', 'celebrating', 'uniqueness']","['today', 'school', 'council', 'arrang', 'care', 'day', 'rais', 'money', 'victim', 'turkey', 'syria', 'earthquak', 'wear', 'someth', 'repres', 'us', 'celebr', 'uniqu']",today school council arrang care day rais money victim turkey syria earthquak wear someth repres us celebr uniqu
3/3/2023 15:01,godwinschool,Cake Sale Reminder to all cake lovers Our parents carers have teamed up with our School Council to host a delicious cake sale today in aid of the DEC Turkey Syria Earthquake Appeal Satisfy your sweet tooth while helping others ,cake sale reminder to all cake lovers our parents carers have teamed up with our school council to host a delicious cake sale today in aid of the dec turkey syria earthquake appeal satisfy your sweet tooth while helping others ,"['cake', 'sale', 'reminder', 'to', 'all', 'cake', 'lovers', 'our', 'parents', 'carers', 'have', 'teamed', 'up', 'with', 'our', 'school', 'council', 'to', 'host', 'a', 'delicious', 'cake', 'sale', 'today', 'in', 'aid', 'of', 'the', 'dec', 'turkey', 'syria', 'earthquake', 'appeal', 'satisfy', 'your', 'sweet', 'tooth', 'while', 'helping', 'others']","['cake', 'sale', 'reminder', 'cake', 'lovers', 'parents', 'carers', 'teamed', 'school', 'council', 'host', 'delicious', 'cake', 'sale', 'today', 'aid', 'dec', 'turkey', 'syria', 'earthquake', 'appeal', 'satisfy', 'sweet', 'tooth', 'helping', 'others']","['cake', 'sale', 'remind', 'cake', 'lover', 'parent', 'carer', 'team', 'school', 'council', 'host', 'delici', 'cake', 'sale', 'today', 'aid', 'dec', 'turkey', 'syria', 'earthquak', 'appeal', 'satisfi', 'sweet', 'tooth', 'help', 'other']",cake sale remind cake lover parent carer team school council host delici cake sale today aid dec turkey syria earthquak appeal satisfi sweet tooth help other
3/3/2023 15:30,humanrights32,A dog is rescue in Syria turkey earthquake after 23 days ,a dog is rescue in syria turkey earthquake after 23 days ,"['a', 'dog', 'is', 'rescue', 'in', 'syria', 'turkey', 'earthquake', 'after', '23', 'days']","['dog', 'rescue', 'syria', 'turkey', 'earthquake', '23', 'days']","['dog', 'rescu', 'syria', 'turkey', 'earthquak', '23', 'day']",dog rescu syria turkey earthquak 23 day
3/3/2023 17:47,MELIORAClNEMA,Almost 4 weeks since the earthquake Day 25 of demanding governments and you to take action to help the people in turkey and Syria affected by the earthquakes I have not planned on stopping to protest until further notice ,almost 4 weeks since the earthquake day 25 of demanding governments and you to take action to help the people in turkey and syria affected by the earthquakes i have not planned on stopping to protest until further notice ,"['almost', '4', 'weeks', 'since', 'the', 'earthquake', 'day', '25', 'of', 'demanding', 'governments', 'and', 'you', 'to', 'take', 'action', 'to', 'help', 'the', 'people', 'in', 'turkey', 'and', 'syria', 'affected', 'by', 'the', 'earthquakes', 'i', 'have', 'not', 'planned', 'on', 'stopping', 'to', 'protest', 'until', 'further', 'notice']","['almost', '4', 'weeks', 'since', 'earthquake', 'day', '25', 'demanding', 'governments', 'take', 'action', 'help', 'people', 'turkey', 'syria', 'affected', 'earthquakes', 'planned', 'stopping', 'protest', 'notice']","['almost', '4', 'week', 'sinc', 'earthquak', 'day', '25', 'demand', 'govern', 'take', 'action', 'help', 'peopl', 'turkey', 'syria', 'affect', 'earthquak', 'plan', 'stop', 'protest', 'notic']",almost 4 week sinc earthquak day 25 demand govern take action help peopl turkey syria affect earthquak plan stop protest notic
3/3/2023 18:42,Kashish_IPGroup,Kashish IP Group is pleased to share that we will be donating 30 of our Profits generated in the weeks leading up to Easter towards the Turkey Syria Earthquake Appeal ,kashish ip group is pleased to share that we will be donating 30 of our profits generated in the weeks leading up to easter towards the turkey syria earthquake appeal ,"['kashish', 'ip', 'group', 'is', 'pleased', 'to', 'share', 'that', 'we', 'will', 'be', 'donating', '30', 'of', 'our', 'profits', 'generated', 'in', 'the', 'weeks', 'leading', 'up', 'to', 'easter', 'towards', 'the', 'turkey', 'syria', 'earthquake', 'appeal']","['kashish', 'ip', 'group', 'pleased', 'share', 'donating', '30', 'profits', 'generated', 'weeks', 'leading', 'easter', 'towards', 'turkey', 'syria', 'earthquake', 'appeal']","['kashish', 'ip', 'group', 'pleas', 'share', 'donat', '30', 'profit', 'gener', 'week', 'lead', 'easter', 'toward', 'turkey', 'syria', 'earthquak', 'appeal']",kashish ip group pleas share donat 30 profit gener week lead easter toward turkey syria earthquak appeal
3/3/2023 18:44,WoodlandGroup,Thank you to all our Woodlanders partners amp clients who donated emergency items to support the humanitarian drive We re now on the road to deliver all goods to those affected by the earthquake in Syria amp Turkey ,thank you to all our woodlanders partners amp clients who donated emergency items to support the humanitarian drive we re now on the road to deliver all goods to those affected by the earthquake in syria amp turkey ,"['thank', 'you', 'to', 'all', 'our', 'woodlanders', 'partners', 'amp', 'clients', 'who', 'donated', 'emergency', 'items', 'to', 'support', 'the', 'humanitarian', 'drive', 'we', 're', 'now', 'on', 'the', 'road', 'to', 'deliver', 'all', 'goods', 'to', 'those', 'affected', 'by', 'the', 'earthquake', 'in', 'syria', 'amp', 'turkey']","['thank', 'woodlanders', 'partners', 'clients', 'donated', 'emergency', 'items', 'support', 'humanitarian', 'drive', 'road', 'deliver', 'goods', 'affected', 'earthquake', 'syria', 'turkey']","['thank', 'woodland', 'partner', 'client', 'donat', 'emerg', 'item', 'support', 'humanitarian', 'drive', 'road', 'deliv', 'good', 'affect', 'earthquak', 'syria', 'turkey']",thank woodland partner client donat emerg item support humanitarian drive road deliv good affect earthquak syria turkey
3/3/2023 23:14,LisaDietlin,Enjoyed appearing on Business First AM with talking about how to help the victims of the earthquakes in Turkey and Syria ,enjoyed appearing on business first am with talking about how to help the victims of the earthquakes in turkey and syria ,"['enjoyed', 'appearing', 'on', 'business', 'first', 'am', 'with', 'talking', 'about', 'how', 'to', 'help', 'the', 'victims', 'of', 'the', 'earthquakes', 'in', 'turkey', 'and', 'syria']","['enjoyed', 'appearing', 'business', 'first', 'talking', 'help', 'victims', 'earthquakes', 'turkey', 'syria']","['enjoy', 'appear', 'busi', 'first', 'talk', 'help', 'victim', 'earthquak', 'turkey', 'syria']",enjoy appear busi first talk help victim earthquak turkey syria
3/4/2023 3:29,SathishArya,In Turkey the earthquakes were followed by more than 2 100 aftershocks The seismic sequence was the result of shallow strike slip faulting Here s a visual with all the significant earthquakes between 1900 and 2000 ,in turkey the earthquakes were followed by more than 2 100 aftershocks the seismic sequence was the result of shallow strike slip faulting here s a visual with all the significant earthquakes between 1900 and 2000 ,"['in', 'turkey', 'the', 'earthquakes', 'were', 'followed', 'by', 'more', 'than', '2', '100', 'aftershocks', 'the', 'seismic', 'sequence', 'was', 'the', 'result', 'of', 'shallow', 'strike', 'slip', 'faulting', 'here', 's', 'a', 'visual', 'with', 'all', 'the', 'significant', 'earthquakes', 'between', '1900', 'and', '2000']","['turkey', 'earthquakes', 'followed', '2', '100', 'aftershocks', 'seismic', 'sequence', 'result', 'shallow', 'strike', 'slip', 'faulting', 'visual', 'significant', 'earthquakes', '1900', '2000']","['turkey', 'earthquak', 'follow', '2', '100', 'aftershock', 'seismic', 'sequenc', 'result', 'shallow', 'strike', 'slip', 'fault', 'visual', 'signific', 'earthquak', '1900', '2000']",turkey earthquak follow 2 100 aftershock seismic sequenc result shallow strike slip fault visual signific earthquak 1900 2000
3/4/2023 6:00,serdal_ikinci, We appreciate that Henry Cavill provided 1 million in aid for the earthquake victims in Turkey and Syria Real Superman not imaginary Modest Generous and Good Hearted Man , we appreciate that henry cavill provided 1 million in aid for the earthquake victims in turkey and syria real superman not imaginary modest generous and good hearted man ,"['we', 'appreciate', 'that', 'henry', 'cavill', 'provided', '1', 'million', 'in', 'aid', 'for', 'the', 'earthquake', 'victims', 'in', 'turkey', 'and', 'syria', 'real', 'superman', 'not', 'imaginary', 'modest', 'generous', 'and', 'good', 'hearted', 'man']","['appreciate', 'henry', 'cavill', 'provided', '1', 'million', 'aid', 'earthquake', 'victims', 'turkey', 'syria', 'real', 'superman', 'imaginary', 'modest', 'generous', 'good', 'hearted', 'man']","['appreci', 'henri', 'cavil', 'provid', '1', 'million', 'aid', 'earthquak', 'victim', 'turkey', 'syria', 'real', 'superman', 'imaginari', 'modest', 'gener', 'good', 'heart', 'man']",appreci henri cavil provid 1 million aid earthquak victim turkey syria real superman imaginari modest gener good heart man
3/4/2023 11:30,salslovespink,Check out dazed s video 50 000 dead in Turkey Syria earthquakes millions homeless And yet this narcissistic elitist nonsense carries on regardless ,check out dazed s video 50 000 dead in turkey syria earthquakes millions homeless and yet this narcissistic elitist nonsense carries on regardless ,"['check', 'out', 'dazed', 's', 'video', '50', '000', 'dead', 'in', 'turkey', 'syria', 'earthquakes', 'millions', 'homeless', 'and', 'yet', 'this', 'narcissistic', 'elitist', 'nonsense', 'carries', 'on', 'regardless']","['check', 'dazed', 'video', '50', '000', 'dead', 'turkey', 'syria', 'earthquakes', 'millions', 'homeless', 'yet', 'narcissistic', 'elitist', 'nonsense', 'carries', 'regardless']","['check', 'daze', 'video', '50', '000', 'dead', 'turkey', 'syria', 'earthquak', 'million', 'homeless', 'yet', 'narcissist', 'elitist', 'nonsens', 'carri', 'regardless']",check daze video 50 000 dead turkey syria earthquak million homeless yet narcissist elitist nonsens carri regardless
3/4/2023 11:33,thenewsdrum,Indian Americans raise over USD 300K for Turkiye and Syria earthquake relief victims ,indian americans raise over usd 300k for turkiye and syria earthquake relief victims ,"['indian', 'americans', 'raise', 'over', 'usd', '300k', 'for', 'turkiye', 'and', 'syria', 'earthquake', 'relief', 'victims']","['indian', 'americans', 'raise', 'usd', '300k', 'turkiye', 'syria', 'earthquake', 'relief', 'victims']","['indian', 'american', 'rais', 'usd', '300k', 'turkiy', 'syria', 'earthquak', 'relief', 'victim']",indian american rais usd 300k turkiy syria earthquak relief victim
3/4/2023 12:09,DhakaTribune,The earthquake that struck on February 6 hit Turkey and Syria devastating scores of cities and killing more than 50 000 people in both countries Want to read more Click in the link below ,the earthquake that struck on february 6 hit turkey and syria devastating scores of cities and killing more than 50 000 people in both countries want to read more click in the link below ,"['the', 'earthquake', 'that', 'struck', 'on', 'february', '6', 'hit', 'turkey', 'and', 'syria', 'devastating', 'scores', 'of', 'cities', 'and', 'killing', 'more', 'than', '50', '000', 'people', 'in', 'both', 'countries', 'want', 'to', 'read', 'more', 'click', 'in', 'the', 'link', 'below']","['earthquake', 'struck', 'february', '6', 'hit', 'turkey', 'syria', 'devastating', 'scores', 'cities', 'killing', '50', '000', 'people', 'countries', 'want', 'read', 'click', 'link']","['earthquak', 'struck', 'februari', '6', 'hit', 'turkey', 'syria', 'devast', 'score', 'citi', 'kill', '50', '000', 'peopl', 'countri', 'want', 'read', 'click', 'link']",earthquak struck februari 6 hit turkey syria devast score citi kill 50 000 peopl countri want read click link
3/4/2023 16:00,MatwprojectC,Give hope to those who have lost everything Donate ,give hope to those who have lost everything donate ,"['give', 'hope', 'to', 'those', 'who', 'have', 'lost', 'everything', 'donate']","['give', 'hope', 'lost', 'everything', 'donate']","['give', 'hope', 'lost', 'everyth', 'donat']",give hope lost everyth donat
3/5/2023 0:25,skadefron,Turkish rescue team successfully saves a dog after being trapped under the rubble for 25 days following the devastating that leveled buildings throughout southern and northern ,turkish rescue team successfully saves a dog after being trapped under the rubble for 25 days following the devastating that leveled buildings throughout southern and northern ,"['turkish', 'rescue', 'team', 'successfully', 'saves', 'a', 'dog', 'after', 'being', 'trapped', 'under', 'the', 'rubble', 'for', '25', 'days', 'following', 'the', 'devastating', 'that', 'leveled', 'buildings', 'throughout', 'southern', 'and', 'northern']","['turkish', 'rescue', 'team', 'successfully', 'saves', 'dog', 'trapped', 'rubble', '25', 'days', 'following', 'devastating', 'leveled', 'buildings', 'throughout', 'southern', 'northern']","['turkish', 'rescu', 'team', 'success', 'save', 'dog', 'trap', 'rubbl', '25', 'day', 'follow', 'devast', 'level', 'build', 'throughout', 'southern', 'northern']",turkish rescu team success save dog trap rubbl 25 day follow devast level build throughout southern northern
3/5/2023 3:12,eng_hamoudah,Our latest virtual mini documentary reflecting the story of Turkey and Syria earthquake Many thanks for the best team ever who helped translate it into life ,our latest virtual mini documentary reflecting the story of turkey and syria earthquake many thanks for the best team ever who helped translate it into life ,"['our', 'latest', 'virtual', 'mini', 'documentary', 'reflecting', 'the', 'story', 'of', 'turkey', 'and', 'syria', 'earthquake', 'many', 'thanks', 'for', 'the', 'best', 'team', 'ever', 'who', 'helped', 'translate', 'it', 'into', 'life']","['latest', 'virtual', 'mini', 'documentary', 'reflecting', 'story', 'turkey', 'syria', 'earthquake', 'many', 'thanks', 'best', 'team', 'ever', 'helped', 'translate', 'life']","['latest', 'virtual', 'mini', 'documentari', 'reflect', 'stori', 'turkey', 'syria', 'earthquak', 'mani', 'thank', 'best', 'team', 'ever', 'help', 'translat', 'life']",latest virtual mini documentari reflect stori turkey syria earthquak mani thank best team ever help translat life
3/5/2023 11:48,MgkyawSoe7737,A very scary scene of the earthquake of northern Kurdistan and Turkey Someone is just screaming mom mom ,a very scary scene of the earthquake of northern kurdistan and turkey someone is just screaming mom mom ,"['a', 'very', 'scary', 'scene', 'of', 'the', 'earthquake', 'of', 'northern', 'kurdistan', 'and', 'turkey', 'someone', 'is', 'just', 'screaming', 'mom', 'mom']","['scary', 'scene', 'earthquake', 'northern', 'kurdistan', 'turkey', 'someone', 'screaming', 'mom', 'mom']","['scari', 'scene', 'earthquak', 'northern', 'kurdistan', 'turkey', 'someon', 'scream', 'mom', 'mom']",scari scene earthquak northern kurdistan turkey someon scream mom mom
